,name,address,price,city,Check_in_date,Check_out_date,Review,Rating,distance to city centre(km),distance to HYD-Rajiv Gandhi Intl(km),Pool,Free parking,Airport transfer,Spa,Restaurant,Gym,Bar,Bathtub,Meeting Facilities,Connecting rooms available,Pet-friendly,Kitchen,Internet access
1005,Le Meridien Kochi,Maradu Ernakulam Kerala 682304 India,6848,Kochi,2021-12-02,2021-02-14,,,6.0,26 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1006,"Port Muziris, a Tribute Portfolio Hotel, Kochi",VIP Rd Opp Kochi Intl Airport Nedumbassery Vappalassery Alwaye Kerala 683572 India,6100,Kochi,2021-12-02,2021-02-14,,,30 ,1.1,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no
1007,Novotel Kochi Infopark,Kakkanad Kakkanad Kerala 682030 India,4800,Kochi,2021-12-02,2021-02-14,,,16 ,16 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1008,"Trident, Cochin",Bristow Road Willingdon Island Kochi Kerala 682003 India,6750,Kochi,2021-12-02,2021-02-14,,,5.4,25 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1009,OYO 16623 Kubeira Homestay,1Vypin  Pallipuram Road Cherai North Paravur North Paravur Kerala 683514 India,3581,Kochi,2021-12-02,2021-02-14,,,27 ,22 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1010,Radisson Blu Kochi,SA Road Elamkulam Junction Kadavanthra Ernakulam Kerala 682 020 India,5768,Kochi,2021-12-02,2021-02-14,,,7.5,23 ,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no
1011,Kent Baywatch Suites,Kozhikudu Jn Edakochi Kochi Kerala 682010 India,6000,Kochi,2021-12-02,2021-02-14,,,3.1,30 ,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no
1012,Kent Baywatch Suites,Kozhikudu Jn Edakochi Kochi Kerala 682010 India,6000,Kochi,2021-12-02,2021-02-14,,,3.1,30 ,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no
1013,Ramada Resort by Wyndham Kochi,Pv Sreedharan Road Kumbalam South Ernakulam Kerala 682506 India,6375,Kochi,2021-12-02,2021-02-14,,,5.8,31 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1014,Grand Hyatt Kochi Bolgatty,Bolgatty Island Ernakulam Kerala 682504 India,18700,Kochi,2021-12-02,2021-02-14,,,8.5,23 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1015,GINGER HOUSE MUSEUM HOTEL,JEW TOWN ROAD KOCHI Mattancherry Kochi Kerala 682002 India,37000,Kochi,2021-12-02,2021-02-14,,,5.2,26 ,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
1016,ibis Kochi City Centre Hotel,Padma Junction MG Road Ernakulam Kerala 682035 India,4000,Kochi,2021-12-02,2021-02-14,,,8.0,23 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1017,Thulasi Inn,Ground 61/3044A Thulasi KSN Menon Rd Ernakulam 682016 India,3024,Kochi,2021-12-02,2021-02-14,,,6.8,23 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1018,Monsoon Empress,NH Bypass palarivattom Kochi Building No 43 3074 C Ernakulam Kerala 682025 India,6750,Kochi,2021-12-02,2021-02-14,,,11 ,19 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1019,Grand Hotel,MG Road Ernakulam Ernakulam Kerala 682011 India,4680,Kochi,2021-12-02,2021-02-14,,,6.9,23 ,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,yes
1020,Green Line Residency,Church Building Green Line Residency Near Cochin International Airport Alwaye Akaparambu Kerala 683572 India,4600,Kochi,2021-12-02,2021-02-14,,,31 ,1.4,no,yes,no,no,no,no,no,no,no,no,no,no,no
1021,Heavenly Homestay,11/639 A Pattalam St Antonys Chapel Meckanzey Garden Road Kochi Kerala 682001 India,2500,Kochi,2021-12-02,2021-02-14,,,6.3,27 ,no,yes,yes,no,no,no,no,no,no,no,no,no,yes
1022,Vasundhara Sarovar Premiere,VP 11 / 123 F Cherthala Alleppey District Cherthala Kerala 688 536 India,17300,Kochi,2021-12-02,2021-02-14,,,21 ,46 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1023,Vasundhara Sarovar Premiere,VP 11 / 123 F Cherthala Alleppey District Cherthala Kerala 688 536 India,17300,Kochi,2021-12-02,2021-02-14,,,21 ,46 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1024,Old Lighthouse Bristow Hotel,Beach Road Next to INS Dronacharya Fort Kochi Kochi Kerala 682001 India,10500,Kochi,2021-12-02,2021-02-14,,,6.7,27 ,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no
1025,Abaam Hotel,Opposite Vyttila Mobility Hub Kaniampuzha road Vyttila Ernakulam Kerala 682306 India,5190,Kochi,2021-12-02,2021-02-14,,,8.9,22 ,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no
1026,Tissa's Inn,1/1128 Kunnumpuram Opp Canara Bank Kochi Kerala 682001 India,5973,Kochi,2021-12-02,2021-02-14,,,6.4,26 ,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no
1027,Hotel Fort Queen,Manthra Road Pandikkudy Fort Kochi Kochi Kerala 682 002 India,7467,Kochi,2021-12-02,2021-02-14,,,5.1,27 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes
1028,Yuvarani Residency,Jos Junction MG Road Ernakulam Ernakulam Kerala 682011 India,4400,Kochi,2021-12-02,2021-02-14,,,6.7,24 ,no,no,no,no,yes,no,yes,no,no,no,no,no,no
1029,York Hotel Kochi,Opposite Medical Trust Hospital MG Road Pallimukku Ernakulam Kerala 682016 India,3058,Kochi,2021-12-02,2021-02-14,,,6.2,24 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1030,Flora Airport Hotel and Convention Centre Kochi,Opp Cochin International Airport Nedumbassery Nayathodu Alwaye Kerala 683572 India,5600,Kochi,2021-12-02,2021-02-14,,,31 ,0.9,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1031,Whitegate Residency,Valiyakavala Vaikam Kerala 686141 India,6000,Kochi,2021-12-02,2021-02-14,,,22 ,44 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes
1032,TRINITY AT FORT COCHIN,1/658 Ridsdale Road Parade Ground Fort Cochin Kochi Kerala 682001 India,39716,Kochi,2021-12-02,2021-02-14,,,6.7,27 ,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
1033,Phoenix Holidays,Balakrishna Menon Rd Ernakulam KL 682024 India,3600,Kochi,2021-12-02,2021-02-14,,,13 ,18 ,no,yes,no,yes,no,no,no,no,no,no,no,no,no
1034,Phoenix Holidays,Balakrishna Menon Rd Ernakulam KL 682024 India,3600,Kochi,2021-12-02,2021-02-14,,,13 ,18 ,no,yes,no,yes,no,no,no,no,no,no,no,no,no
1035,OYO 3633 Nanda Inn,2 Td Road Nearf Td Temple Ernakulam Kerala 682035 India,3142,Kochi,2021-12-02,2021-02-14,,,7.7,23 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1036,Kapithan's Inn,Opp Santa Cruz Ground K L Bernard Road Fort Kochi Kochi Kerala 682 001 India,2392,Kochi,2021-12-02,2021-02-14,,,6.5,27 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1037,The Avenue Regent,39/2026 M G Road Ernakulam Ernakulam Kerala 682016 India,10550,Kochi,2021-12-02,2021-02-14,,,6.5,24 ,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no
1038,The Wyte Fort Hotel,NH 66 Kundanoor Maradu Ernakulam KL 682304 India,6900,Kochi,2021-12-02,2021-02-14,,,6.7,24 ,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
1039,Imperial Regency,Imperial Trade Centre MG Road Ernakulam Kerala 682035 India,7000,Kochi,2021-12-02,2021-02-14,,,8.1,22 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
1040,Base9 Airport Hotel,9/376 B AirportMaikavuAnkamaly Road Alwaye Kerala 683572 India,2772,Kochi,2021-12-02,2021-02-14,,,31 ,1.0,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes
1041,Hotel Aiswarya,Off M G Road Warriam Road Opp Lotus Club Ernakulam 682 016 India,2300,Kochi,2021-12-02,2021-02-14,,,6.6,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
1042,Blue Bell Airport Hotel,Nedumbassery Vappalassery Alwaye Kerala 683572 India,3500,Kochi,2021-12-02,2021-02-14,,,31 ,1.4,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes
1043,Reds Residency - Homestay,11/372 A K J Herschel Road Near Dronacharya Main Gate Kochi Kerala 682001 India,3300,Kochi,2021-12-02,2021-02-14,,,5.7,28 ,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no
1044,Hotel Bright Heritage,1/508A1 TOWER ROADFORT KOCHI Kochi KERALA 682001 India,20000,Kochi,2021-12-02,2021-02-14,,,6.8,26 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1045,Hotel Bright Heritage,1/508A1 TOWER ROADFORT KOCHI Kochi KERALA 682001 India,20000,Kochi,2021-12-02,2021-02-14,,,6.8,26 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1046,D Homz Suite,YS Lane 2 Yuvajana Samajam Rd Panampilly Nagar Ernakulam Kerala 682020 India,6600,Kochi,2021-12-02,2021-02-14,,,5.9,24 ,no,yes,no,no,no,no,no,no,no,no,no,yes,no
1047,Daffodils Spice Court,217A AB SALEM ROAD MATTANCHERRY Kochi 682002 India,7000,Kochi,2021-12-02,2021-02-14,,,5.1,26 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
1048,OYO 17222 Al Maray,1Sofia Building 44/1957 Desabhimani Rd Kaloor Kochi Ernakulam Kerala 682017 India,22276,Kochi,2021-12-02,2021-02-14,,,10 ,20 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1049,PJ Princess Regency,19/187 Puduvyppu Vypeen Island Cochin North Paravur Kerala 682508 India,4160,Kochi,2021-12-02,2021-02-14,,,12 ,24 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1050,Elim Homestay,Chirattapalam Near Bus Stop Fort Kochi Kochi Kerala 682001 India,1382,Kochi,2021-12-02,2021-02-14,,,6.2,27 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
1051,Honolulu Home,House No 1/1596 CCEA Hall Road Fort Kochi Kochi Kerala 682001 India,1500,Kochi,2021-12-02,2021-02-14,,,6.0,27 ,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no
1052,Travancore Court - by Spree,Warriam Road Eranakulam Ernakulam Kerala 682016 India,4600,Kochi,2021-12-02,2021-02-14,,,6.5,24 ,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
1053,Hotel Airlink Castle,Near Cochin International Airport Athani Ernakulam Alwaye Kerala 683 585 India,4800,Kochi,2021-12-02,2021-02-14,,,29 ,4.0,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1054,Bharat Hotel,PBNo2357 Gandhi Square Durbar Hall Road Ernakulam Kerala 682 016 India,6195,Kochi,2021-12-02,2021-02-14,,,6.5,24 ,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
1055,Golf View Hotel & Suites,VIP Road Alwaye Kerala 683589 India,3200,Kochi,2021-12-02,2021-02-14,,,29 ,2.6,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes
1056,Golf View Hotel & Suites,VIP Road Alwaye Kerala 683589 India,3200,Kochi,2021-12-02,2021-02-14,,,29 ,2.6,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes
1057,Gokulam Park,Opp PVS Hospital Kaloor Ernakulam Kerala 682017 India,9398,Kochi,2021-12-02,2021-02-14,,,9.5,21 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1058,IMA House,JN International Stadium Road Palarivattom P O Ernakulam Kerala 682025 India,3698,Kochi,2021-12-02,2021-02-14,,,9.3,21 ,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes
1059,Grand Canyon,Near Kokers Theatre Kochi India 682001 India,8000,Kochi,2021-12-02,2021-02-14,,,5.9,27 ,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
1060,OYO 15599 Reem Residency,ReemNear Cochin International airport Kariyad  Airport  Mattoor Road Alwaye Kerala 683111 India,5807,Kochi,2021-12-02,2021-02-14,,,32 ,1.4,no,yes,no,no,no,no,no,yes,no,no,no,no,no
1061,The Dunes Cochin,Doraiswami Iver Road Off MG Road Ernakulam Kerala 682035 India,3280,Kochi,2021-12-02,2021-02-14,,,7.8,23 ,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no
1062,Forte Kochi,1/373 Princess Street Fort Kochi Near Police Station Kochi Kerala 682001 India,13000,Kochi,2021-12-02,2021-02-14,,,6.8,26 ,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes
1063,OYO 4280 The City Gate Residency,35290Vittalwadi Narayanguda Near Lekshore Hospital Nh Bypass Ernakulam Kerala 682040 India,18719,Kochi,2021-12-02,2021-02-14,,,5.5,27 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1064,THE PGS VEDANTA COCHIN,Lissie Junction Kaloor Nr North Overbridge Ernakulam Kerala 682018 India,5310,Kochi,2021-12-02,2021-02-14,,,9.0,21 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1065,V K G Group Holiday Hotel,Munambam Road Cherai North Paravur Kerala 683514 India,3900,Kochi,2021-12-02,2021-02-14,,,27 ,22 ,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no
1066,Saj Earth Resort,Saj Junction Cochin Intnl Airport Ernakulam District Kochi Alwaye Kerala 683572 India,8000,Kochi,2021-12-02,2021-02-14,,,31 ,1.2,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1067,Saj Earth Resort,Saj Junction Cochin Intnl Airport Ernakulam District Kochi Alwaye Kerala 683572 India,8000,Kochi,2021-12-02,2021-02-14,,,31 ,1.2,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1068,Kondai Lip Backwater Heritage Resort,Ezhupunna South P O Cherthalla Cherthala 688550 India,13600,Kochi,2021-12-02,2021-02-14,,,12 ,41 ,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no
1069,FabHotel Casa De Forte,Gumathore Odatha Jubilee Nagar Veli Kochi Kerala Kochi 682001 India,100000,Kochi,2021-12-02,2021-02-14,,,4.9,28 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1070,OYO 16711 Malabar Plaza Inn,SRM Road Ernakulam North Kaloor Ernakulam Kerala 682018 India,3422,Kochi,2021-12-02,2021-02-14,,,9.6,21 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
1071,Niko Hotels,KP Vallon Road Ernakulam 682020 India,4952,Kochi,2021-12-02,2021-02-14,,,6.4,24 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1072,The Killians Boutique Hotel,River Road Fort Kochi Post box 22 Kochi Kerala 682001 India,14118,Kochi,2021-12-02,2021-02-14,,,7.0,26 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1073,The Classik Fort,NEAR GANDHI SQUREPETTAH POONITHURA Ernakulam KERALA 682038 India,5947,Kochi,2021-12-02,2021-02-14,,,8.2,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
1074,Keys Select Kochi - By Lemon Tree Hotels,Near UP Bridge Shanthi Nagar Thevara PO Ernakulam Ernakulam Kerala 682013 India,4620,Kochi,2021-12-02,2021-02-14,,,4.2,26 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
1075,Kochi Marriott Hotel,Lulu International Shopping Mall 34/1111 NH 47 Ernakulam Kerala 682024 India,9798,Kochi,2021-12-02,2021-02-14,,,14 ,17 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1076,Spring Field Billets,St Benedict Road Near North Railwau Station Ernakulam KL 682018 India,2973,Kochi,2021-12-02,2021-02-14,,,9.1,21 ,no,yes,yes,no,no,no,no,no,no,yes,no,no,no
1077,Hotel Kabani Palace,130 Junction Near KSRTC Bus Stand Ernakulam District Muvattupuzha Kerala 686661 India,6490,Kochi,2021-12-02,2021-02-14,,,35 ,29 ,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no
1078,Hotel Kabani Palace,130 Junction Near KSRTC Bus Stand Ernakulam District Muvattupuzha Kerala 686661 India,6490,Kochi,2021-12-02,2021-02-14,,,35 ,29 ,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no
1079,NM Royale County,KRL Road Tripunithura Ernakulam Perumbavoor Kerala 682309 India,6195,Kochi,2021-12-02,2021-02-14,,,11 ,22 ,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no
1080,Mare Blu Resort,Mare Blu Resort Palliport PO Beach Road Cherai Cochi North Paravur 683515 India,3349,Kochi,2021-12-02,2021-02-14,,,29 ,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
1081,Hotel Srinivas,Srinivas Enclave MG Road Ernakulam Ernakulam Kerala 682035 India,1794,Kochi,2021-12-02,2021-02-14,,,7.8,23 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1082,Ecolodge,40/4969A Basin Road Opp High Court Ernakulam Kerala 682031 India,3322,Kochi,2021-12-02,2021-02-14,,,8.2,23 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1083,Hotel Livanta,N S S Karayogam Ernakulam KL 682038 India,6798,Kochi,2021-12-02,2021-02-14,,,8.2,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
1084,OYO 15973 F Square,KB Jacob RdFort NagarFort Kochi Kochi Kochi Kerala 682001 India,4288,Kochi,2021-12-02,2021-02-14,,,6.7,26 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1085,Olive Eva,Opposite Infopark Kakkanad Kakkanad Kerala 682030 India,4800,Kochi,2021-12-02,2021-02-14,,,16 ,16 ,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no
1086,Nathan's Holiday Home,11/637A MacKenzie Garden Pattalam Fort Kochi Kochi Kerala 682001 India,5000,Kochi,2021-12-02,2021-02-14,,,6.3,27 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
1087,Nature Villa,Thumboli House No 97 Asan Lane Aluva Ernakulam Behind Casino Perumbavoor 683101 India,2000,Kochi,2021-12-02,2021-02-14,,,16 ,21 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1088,OYO 18938 Hotel Mars,Htl Mars Jew St Padma Junction Shenoys Ernakulam Kerala 682035 India,3121,Kochi,2021-12-02,2021-02-14,,,8.0,23 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1089,OYO 18938 Hotel Mars,Htl Mars Jew St Padma Junction Shenoys Ernakulam Kerala 682035 India,3121,Kochi,2021-12-02,2021-02-14,,,8.0,23 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1090,The Dunes Continental,SRM Road South End Lissie Junction Ernakulam Kerala 682035 India,5200,Kochi,2021-12-02,2021-02-16,,,9.2,21 ,no,yes,no,no,yes,no,no,no,no,no,no,no,yes
1091,Kochi Marriott Hotel,Lulu International Shopping Mall 34/1111 NH 47 Ernakulam Kerala 682024 India,19196,Kochi,2021-12-02,2021-02-16,,,14 ,17 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1092,Crowne Plaza Kochi,XI/641A Kundanoor Junction NH47 Bypass Maradu Ernakulam Kerala 682 304 India,15682,Kochi,2021-12-02,2021-02-16,,,6.0,26 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1093,Crowne Plaza Kochi,XI/641A Kundanoor Junction NH47 Bypass Maradu Ernakulam Kerala 682 304 India,15682,Kochi,2021-12-02,2021-02-16,,,6.0,26 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1094,The Gateway Hotel Marine Drive Ernakulam,Marine Drive Ernakulam Ernakulam Kerala 682011 India,11550,Kochi,2021-12-02,2021-02-16,,,7.3,23 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1095,Diana Heights,Near Athani Cochin Intl Airport Alwaye Kerala 683585 India,10842,Kochi,2021-12-02,2021-02-16,,,29 ,4.0,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1096,Diana Heights,Near Athani Cochin Intl Airport Alwaye Kerala 683585 India,10842,Kochi,2021-12-02,2021-02-16,,,29 ,4.0,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1097,Le Meridien Kochi,Maradu Ernakulam Kerala 682304 India,13346,Kochi,2021-12-02,2021-02-16,,,6.0,26 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1098,"Port Muziris, a Tribute Portfolio Hotel, Kochi",VIP Rd Opp Kochi Intl Airport Nedumbassery Vappalassery Alwaye Kerala 683572 India,12200,Kochi,2021-12-02,2021-02-16,,,30 ,1.1,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no
1099,Yuvarani Residency,Jos Junction MG Road Ernakulam Ernakulam Kerala 682011 India,8800,Kochi,2021-12-02,2021-02-16,,,6.7,24 ,no,no,no,no,yes,no,yes,no,no,no,no,no,no
1100,Kent Baywatch Suites,Kozhikudu Jn Edakochi Kochi Kerala 682010 India,12000,Kochi,2021-12-02,2021-02-16,,,3.1,30 ,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no
1101,OYO 16623 Kubeira Homestay,1Vypin  Pallipuram Road Cherai North Paravur North Paravur Kerala 683514 India,6655,Kochi,2021-12-02,2021-02-16,,,27 ,22 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
1102,GINGER HOUSE MUSEUM HOTEL,JEW TOWN ROAD KOCHI Mattancherry Kochi Kerala 682002 India,74000,Kochi,2021-12-02,2021-02-16,,,5.2,26 ,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
1103,Novotel Kochi Infopark,Kakkanad Kakkanad Kerala 682030 India,9600,Kochi,2021-12-02,2021-02-16,,,16 ,16 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1104,Novotel Kochi Infopark,Kakkanad Kakkanad Kerala 682030 India,9600,Kochi,2021-12-02,2021-02-16,,,16 ,16 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1105,"Trident, Cochin",Bristow Road Willingdon Island Kochi Kerala 682003 India,10750,Kochi,2021-12-02,2021-02-16,,,5.4,25 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1106,Green Line Residency,Church Building Green Line Residency Near Cochin International Airport Alwaye Akaparambu Kerala 683572 India,9200,Kochi,2021-12-02,2021-02-16,,,31 ,1.4,no,yes,no,no,no,no,no,no,no,no,no,no,no
1107,Grand Hyatt Kochi Bolgatty,Bolgatty Island Ernakulam Kerala 682504 India,37400,Kochi,2021-12-02,2021-02-16,,,8.5,23 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1108,Thulasi Inn,Ground 61/3044A Thulasi KSN Menon Rd Ernakulam 682016 India,6048,Kochi,2021-12-02,2021-02-16,,,6.8,23 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1109,Radisson Blu Kochi,SA Road Elamkulam Junction Kadavanthra Ernakulam Kerala 682 020 India,11766,Kochi,2021-12-02,2021-02-16,,,7.5,23 ,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no
1110,Abaam Hotel,Opposite Vyttila Mobility Hub Kaniampuzha road Vyttila Ernakulam Kerala 682306 India,10380,Kochi,2021-12-02,2021-02-16,,,8.9,22 ,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no
1111,Grand Hotel,MG Road Ernakulam Ernakulam Kerala 682011 India,9360,Kochi,2021-12-02,2021-02-16,,,6.9,23 ,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes
1112,Old Lighthouse Bristow Hotel,Beach Road Next to INS Dronacharya Fort Kochi Kochi Kerala 682001 India,22500,Kochi,2021-12-02,2021-02-16,,,6.7,27 ,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no
1113,Phoenix Holidays,Balakrishna Menon Rd Ernakulam KL 682024 India,7200,Kochi,2021-12-02,2021-02-16,,,13 ,18 ,no,yes,no,yes,no,no,no,no,no,no,no,no,no
1114,Monsoon Empress,NH Bypass palarivattom Kochi Building No 43 3074 C Ernakulam Kerala 682025 India,13500,Kochi,2021-12-02,2021-02-16,,,11 ,19 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1115,Monsoon Empress,NH Bypass palarivattom Kochi Building No 43 3074 C Ernakulam Kerala 682025 India,13500,Kochi,2021-12-02,2021-02-16,,,11 ,19 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1116,ibis Kochi City Centre Hotel,Padma Junction MG Road Ernakulam Kerala 682035 India,8000,Kochi,2021-12-02,2021-02-16,,,8.0,23 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1117,York Hotel Kochi,Opposite Medical Trust Hospital MG Road Pallimukku Ernakulam Kerala 682016 India,6116,Kochi,2021-12-02,2021-02-16,,,6.2,24 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
1118,Kapithan's Inn,Opp Santa Cruz Ground K L Bernard Road Fort Kochi Kochi Kerala 682 001 India,4783,Kochi,2021-12-02,2021-02-16,,,6.5,27 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1119,Hotel Fort Queen,Manthra Road Pandikkudy Fort Kochi Kochi Kerala 682 002 India,14933,Kochi,2021-12-02,2021-02-16,,,5.1,27 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes
1120,The Wyte Fort Hotel,NH 66 Kundanoor Maradu Ernakulam KL 682304 India,13800,Kochi,2021-12-02,2021-02-16,,,6.7,24 ,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
1121,Heavenly Homestay,11/639 A Pattalam St Antonys Chapel Meckanzey Garden Road Kochi Kerala 682001 India,5000,Kochi,2021-12-02,2021-02-16,,,6.3,27 ,no,yes,yes,no,no,no,no,no,no,no,no,no,yes
1122,Vasundhara Sarovar Premiere,VP 11 / 123 F Cherthala Alleppey District Cherthala Kerala 688 536 India,34600,Kochi,2021-12-02,2021-02-16,,,21 ,46 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1123,PJ Princess Regency,19/187 Puduvyppu Vypeen Island Cochin North Paravur Kerala 682508 India,8013,Kochi,2021-12-02,2021-02-16,,,12 ,24 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1124,Tissa's Inn,1/1128 Kunnumpuram Opp Canara Bank Kochi Kerala 682001 India,11947,Kochi,2021-12-02,2021-02-16,,,6.4,26 ,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no
1125,Ramada Resort by Wyndham Kochi,Pv Sreedharan Road Kumbalam South Ernakulam Kerala 682506 India,14025,Kochi,2021-12-02,2021-02-16,,,5.8,31 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1126,Ramada Resort by Wyndham Kochi,Pv Sreedharan Road Kumbalam South Ernakulam Kerala 682506 India,14025,Kochi,2021-12-02,2021-02-16,,,5.8,31 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
1127,Flora Airport Hotel and Convention Centre Kochi,Opp Cochin International Airport Nedumbassery Nayathodu Alwaye Kerala 683572 India,11200,Kochi,2021-12-02,2021-02-16,,,31 ,0.9,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
